"V1";"value"
2010.66666666667;7.82658369997124
2010.75;7.07479000217921
2010.83333333333;7.10635008672629
2010.91666666667;7.30340225647536
2011;7.4881421693663
2011.08333333333;7.05608706742787
2011.16666666667;7.5224612600352
2011.25;6.56950435347566
2011.33333333333;6.8178467984289
2011.41666666667;6.64960701882654
2011.5;7.6251993639526
2011.58333333333;8.31270289194965
2011.66666666667;7.78948456368228
2011.75;7.0378290936955
2011.83333333333;7.15877667430937
2011.91666666667;7.36039680704789
2012;7.92778556093736
2012.08333333333;7.10517462978819
2012.16666666667;7.38551351741474
2012.25;6.42482175973329
2012.33333333333;6.83199913037402
2012.41666666667;7.65675292044717
2012.5;7.87063228157094
2012.58333333333;8.23222492054173
2012.66666666667;7.30262016466131
2012.75;7.36903385870894
2012.83333333333;7.08434117176439
2012.91666666667;7.07830800243749
2013;7.87021700913877
2013.08333333333;7.02972556388962
2013.16666666667;7.15764672070623
2013.25;6.43044176134053
2013.33333333333;6.63547877085176
2013.41666666667;6.33636415933615
2013.5;7.89810761815411
2013.58333333333;8.20296278463031
2013.66666666667;7.88759812975875
2013.75;7.65058961371259
2013.83333333333;7.19330841323191
2013.91666666667;7.38355613240702
2014;8.16999297668
2014.08333333333;7.40610365647308
2014.16666666667;7.30745895809909
2014.25;7.09452455872062
2014.33333333333;6.82044581566688
2014.41666666667;6.92753050796453
2014.5;8.28512266917535
2014.58333333333;8.49328821646282
2014.66666666667;8.48908257638584
2014.75;7.98051733587767
2014.83333333333;7.13656049842848
2014.91666666667;8.57619962598056
2015;8.25865369284475
2015.08333333333;7.75702272278299
2015.16666666667;8.13693251925569
2015.25;7.33154041694943
2015.33333333333;7.09055349114736
2015.41666666667;7.85217630678816
2015.5;9.40292079290701
2015.58333333333;9.21100351745245
2015.66666666667;9.06255419808767
2015.75;8.55199055298024
2015.83333333333;7.80650191320238
2015.91666666667;8.71806077111181
2016;8.12008940347439
2016.08333333333;8.35110148828773
2016.16666666667;8.40755958509504
2016.25;8.06497191671542
2016.33333333333;7.82010019110249
2016.41666666667;8.31235070998146
2016.5;9.45133531899865
2016.58333333333;10.0590627853521
2016.66666666667;9.53020394621207
2016.75;8.77159173207379
2016.83333333333;8.75690077399677
2016.91666666667;9.53440466347612
2017;9.2748192832934
2017.08333333333;8.79205376066264
2017.16666666667;9.58813860710393
2017.25;8.05275195031149
2017.33333333333;8.7906505935831
2017.41666666667;8.81896150627556
2017.5;9.79058556431389
2017.58333333333;10.0499035608538
2017.66666666667;9.56636900473369
2017.75;9.08396210005961
2017.83333333333;8.702735454746
2017.91666666667;9.06479474752583
2018;9.00388159141582
2018.08333333333;8.27841244798691
2018.16666666667;9.03815960610249
2018.25;7.89410950700336
2018.33333333333;8.13994437464479
2018.41666666667;8.28339369622487
2018.5;9.19524314599516
2018.58333333333;9.6391566883607
2018.66666666667;8.51307810862434
2018.75;8.91974636897625
2018.83333333333;8.46418349384106
2018.91666666667;8.24185028228237
2019;8.90018090123029
2019.08333333333;8.16389666786841
2019.16666666667;8.47999016316981
2019.25;8.3471923757535
2019.33333333333;8.41475328552288
2019.41666666667;7.60725471410814
2019.5;9.57766261582039
2019.58333333333;9.34304211184022
2019.66666666667;8.71835739938673
2019.75;8.8027342350246
